classifier,In taxon,Group,ratio,dataset
rspc_1-step,19385134,S,0.5233985478645946,Assorted_Genomes_Perfect_225
rspc_R100,51608,C,0.001393415813282281,Assorted_Genomes_Perfect_225
rspc_R100,78991,D,0.0021327567142106004,Assorted_Genomes_Perfect_225
rspc_R100,1656773,F,0.04473286500579609,Assorted_Genomes_Perfect_225
rspc_R100,1407263,G,0.037996095908523146,Assorted_Genomes_Perfect_225
rspc_R100,0,K,0.0,Assorted_Genomes_Perfect_225
rspc_R100,11635,O,0.0003141449579045756,Assorted_Genomes_Perfect_225
rspc_R100,15938,P,0.00043032594233632373,Assorted_Genomes_Perfect_225
rspc_R100,1151887,R,0.03110094483247339,Assorted_Genomes_Perfect_225
rspc_R100,32146835,S,0.8679644286927666,Assorted_Genomes_Perfect_225
rspc_R100,516112,U,0.013935022132707035,Assorted_Genomes_Perfect_225
std_1-step,105597,C,0.0028511186179501053,Assorted_Genomes_Perfect_225
std_1-step,75836,D,0.002047571725625389,Assorted_Genomes_Perfect_225
std_1-step,1938655,F,0.05234367798594715,Assorted_Genomes_Perfect_225
std_1-step,9753691,G,0.26334962171115067,Assorted_Genomes_Perfect_225
std_1-step,0,K,0.0,Assorted_Genomes_Perfect_225
std_1-step,102778,O,0.002775005628149246,Assorted_Genomes_Perfect_225
std_1-step,31620,P,0.0008537398855988554,Assorted_Genomes_Perfect_225
std_1-step,1231597,R,0.033253114544082654,Assorted_Genomes_Perfect_225
std_1-step,23797268,S,0.6425261499014959,Assorted_Genomes_Perfect_225
std_R100,50228,C,0.0013561558182751204,Assorted_Genomes_Perfect_225
std_R100,35848,D,0.0009678958703019534,Assorted_Genomes_Perfect_225
std_R100,1665565,F,0.04497024897398664,Assorted_Genomes_Perfect_225
std_R100,1136048,G,0.030673291889778888,Assorted_Genomes_Perfect_225
std_R100,0,K,0.0,Assorted_Genomes_Perfect_225
std_R100,15824,O,0.00042724794274877565,Assorted_Genomes_Perfect_225
std_R100,9024,P,0.00024364796735117238,Assorted_Genomes_Perfect_225
std_R100,1111096,R,0.029999587980055212,Assorted_Genomes_Perfect_225
std_R100,32827309,S,0.886337224230812,Assorted_Genomes_Perfect_225
std_R100,186100,U,0.00502469932669029,Assorted_Genomes_Perfect_225
