classifier,In taxon,Group,ratio,dataset
rspc_1-step,92750116,S,0.6591500861904286,marine
rspc_1-step,5284034,U,0.037552206042881446,marine
std_gold,185412,F,0.0013176731313278328,marine
std_gold,2204582,G,0.015667370327751045,marine
std_gold,416159,H,0.002957529893751535,marine
std_gold,121731339,S,0.8651118300911481,marine
std_gold,16174188,U,0.1149455965560215,marine
std_R100,877334,F,0.006234976371542149,marine
std_R100,9593541,G,0.06817871124841947,marine
std_R100,529010,H,0.0037595315470613385,marine
std_R100,118552607,S,0.8425214381634843,marine
std_R100,11159188,U,0.07930534266949268,marine
std_1-step,1147132,F,0.00815235807006213,marine
std_1-step,16532683,G,0.11749332393728794,marine
std_1-step,1157453,H,0.008225706636435582,marine
std_1-step,111109648,S,0.7896263337911963,marine
std_1-step,10764764,U,0.07650227756501805,marine
rspc_gold,929599,F,0.0036494520839989667,plant_associated
rspc_gold,13643723,G,0.05356300225780647,plant_associated
rspc_gold,1587375,H,0.006231771981077712,plant_associated
rspc_gold,194268883,S,0.7626675372074426,plant_associated
rspc_gold,44293315,U,0.17388823646967425,plant_associated
rspc_R100,1548808,F,0.006080364311186083,plant_associated
rspc_R100,118484722,G,0.4651514423153835,plant_associated
rspc_R100,1354630,H,0.0053180535656207895,plant_associated
rspc_R100,104330725,S,0.4095851886419554,plant_associated
rspc_R100,29004010,U,0.11386495116585417,plant_associated
rspc_1-step,4680938,F,0.018376589195093752,plant_associated
rspc_1-step,143157157,G,0.5620113457017674,plant_associated
rspc_1-step,9899578,H,0.0388641076021062,plant_associated
rspc_1-step,70876924,S,0.2782510932124888,plant_associated
rspc_1-step,26108298,U,0.10249686428854383,plant_associated
std_gold,1705313,F,0.006694777083151477,plant_associated
std_gold,26191151,G,0.10282213147742374,plant_associated
std_gold,2923805,H,0.01147837535373489,plant_associated
std_gold,90689852,S,0.3560333750132669,plant_associated
std_gold,133212774,U,0.522971341072423,plant_associated
std_R100,2219518,F,0.008713460955286332,plant_associated
std_R100,110336777,G,0.433163956463356,plant_associated
std_R100,2706256,H,0.010624313923567805,plant_associated
std_R100,61539280,S,0.24159304565064715,plant_associated
std_R100,77921064,U,0.30590522300714273,plant_associated
std_1-step,4054779,F,0.015918392416198003,plant_associated
std_1-step,116487158,G,0.4573093360924624,plant_associated
std_1-step,9114918,H,0.03578366208502773,plant_associated
std_1-step,53531593,S,0.21015618953294324,plant_associated
std_1-step,71534447,U,0.28083241987336865,plant_associated
rspc_gold,2638431,F,0.07915486137861764,Assorted_Genomes_mbarc_225
rspc_gold,2672993,G,0.08019174667861896,Assorted_Genomes_mbarc_225
rspc_gold,227516,H,0.006825646545775717,Assorted_Genomes_mbarc_225
rspc_gold,27658177,S,0.8297655562795733,Assorted_Genomes_mbarc_225
rspc_gold,135403,U,0.004062189117414465,Assorted_Genomes_mbarc_225
rspc_R100,2656229,F,0.07968881440707153,Assorted_Genomes_mbarc_225
rspc_R100,3409732,G,0.10229445598472603,Assorted_Genomes_mbarc_225
rspc_R100,203374,H,0.006101368873400511,Assorted_Genomes_mbarc_225
rspc_R100,26553134,S,0.7966134573683598,Assorted_Genomes_mbarc_225
rspc_R100,510051,U,0.015301903366442141,Assorted_Genomes_mbarc_225
rspc_1-step,3630885,F,0.10892920787267209,Assorted_Genomes_mbarc_225
rspc_1-step,15419952,G,0.4626098476802834,Assorted_Genomes_mbarc_225
rspc_1-step,2234022,H,0.06702229534400639,Assorted_Genomes_mbarc_225
rspc_1-step,11934889,S,0.35805540655191986,Assorted_Genomes_mbarc_225
rspc_1-step,112772,U,0.0033832425511182472,Assorted_Genomes_mbarc_225
std_gold,2638406,F,0.07915411136031719,Assorted_Genomes_mbarc_225
std_gold,2525752,G,0.07577440889557706,Assorted_Genomes_mbarc_225
std_gold,176771,H,0.005303259399529348,Assorted_Genomes_mbarc_225
std_gold,27855783,S,0.8356938809306947,Assorted_Genomes_mbarc_225
std_gold,135808,U,0.004074339413881699,Assorted_Genomes_mbarc_225
std_R100,2662787,F,0.07988555920764466,Assorted_Genomes_mbarc_225
std_R100,3459242,G,0.10377979222693033,Assorted_Genomes_mbarc_225
std_R100,164147,H,0.004924530158535868,Assorted_Genomes_mbarc_225
std_R100,26716552,S,0.8015161169932546,Assorted_Genomes_mbarc_225
std_R100,329792,U,0.009894001413634492,Assorted_Genomes_mbarc_225
std_1-step,3297804,F,0.09893653405143085,Assorted_Genomes_mbarc_225
std_1-step,13108918,G,0.3932771359621175,Assorted_Genomes_mbarc_225
std_1-step,766009,H,0.022980830732269867,Assorted_Genomes_mbarc_225
std_1-step,16031329,S,0.48095160521916736,Assorted_Genomes_mbarc_225
std_1-step,128460,U,0.0038538940350144545,Assorted_Genomes_mbarc_225
