family	group	sample	library	c	rank	taxon_classified	taxon_total	taxon_precision	taxon_recall	read_classified	read_total	read_tp	read_fp	read_vp	read_fn	read_ppv	read_sensitivity	read_recall	read_index	read_softIndex	read_tp_frac	read_vp_frac	read_fp_frac	read_fn_frac	read_classified_frac
cami2	marine	S8	kraken2	0.15	Genus	241	236	0.883817427385892	0.902542372881356	13122375	14126884	12787073	113420	221882	1004509	0.991208087938965	0.905158773866905	0.927165063442323	0.76168941431104	0.12173363920876	0.905158773866905	0.0157063652536539	0.0080286636458542	0.0711061972335866	0.928893802766413
cami2	marine	S8	kraken2	0.15	Species	504	348	0.617063492063492	0.89367816091954	13122375	14126884	11225851	335147	1561377	1004509	0.971010547705311	0.794644523165901	0.917867585255054	0.997766811138252	0.357811036035973	0.794644523165901	0.110525222688882	0.0237240569116303	0.0711061972335866	0.928893802766413
cami2	marine	S9	kraken2	0.15	Genus	201	195	0.875621890547264	0.902564102564103	12554796	13480726	12320721	45322	188753	925930	0.99633496341554	0.913950851014997	0.930100823219393	0.696218883166975	0.0780496540023145	0.913950851014997	0.0140016939740485	0.0033619851037696	0.0686854699071845	0.931314530092816
cami2	marine	S9	kraken2	0.15	Species	434	274	0.555299539170507	0.87956204379562	12554796	13480726	10365919	258439	1930438	925930	0.975674859600928	0.768943675585425	0.918000143289199	0.967698178866628	0.349528949701967	0.768943675585425	0.143199854369861	0.0191710001375296	0.0686854699071845	0.931314530092816
inSilico	Assorted_Genomes_Perfect_225	S0	rspc_1-step	0.15	Genus	135	139	1	0.971223021582734	3703703	3703703	3366912	0	336791	0	1	0.909066412722619	1	0.325565251857398	0.325565251857398	0.909066412722619	0.0909335872773815	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S0	rspc_1-step	0.15	Species	155	171	1	0.906432748538012	3703703	3703703	2195041	0	1508662	0	1	0.592661182605625	1	0.641970481974392	0.641970481974392	0.592661182605625	0.407338817394375	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S1	rspc_1-step	0.15	Genus	136	139	1	0.97841726618705	3703710	3703710	3450627	0	253083	0	1	0.9316677061649	1	0.289551827761893	0.289551827761893	0.9316677061649	0.0683322938351004	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S1	rspc_1-step	0.15	Species	156	171	1	0.912280701754386	3703710	3703710	2516085	0	1187625	0	1	0.679341795118948	1	0.541877738807844	0.541877738807844	0.679341795118948	0.320658204881052	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S2	rspc_1-step	0.15	Genus	135	139	1	0.971223021582734	3703705	3703705	3290610	0	413095	0	1	0.888464389037464	1	0.385390575113299	0.385390575113299	0.888464389037464	0.111535610962536	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S2	rspc_1-step	0.15	Species	156	171	1	0.912280701754386	3703705	3703705	2225831	0	1477874	0	1	0.600974159659044	1	0.672880804491718	0.672880804491718	0.600974159659044	0.399025840340956	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S3	rspc_1-step	0.15	Genus	135	139	1	0.971223021582734	3703701	3703701	3389964	0	313737	0	1	0.915290948162392	1	0.285658858530967	0.285658858530967	0.915290948162392	0.0847090518376078	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S3	rspc_1-step	0.15	Species	157	171	1	0.91812865497076	3703701	3703701	1964254	0	1739447	0	1	0.530348967154746	1	0.670600839538613	0.670600839538613	0.530348967154746	0.469651032845254	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S4	rspc_1-step	0.15	Genus	135	139	1	0.971223021582734	3703706	3703706	3381294	0	322412	0	1	0.912948813971735	1	0.298561494891873	0.298561494891873	0.912948813971735	0.0870511860282646	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S4	rspc_1-step	0.15	Species	156	171	1	0.912280701754386	3703706	3703706	1865632	0	1838074	0	1	0.503720327693397	1	0.707789981170212	0.707789981170212	0.503720327693397	0.496279672306603	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S5	rspc_1-step	0.15	Genus	137	139	1	0.985611510791367	3703702	3703702	2808273	0	895429	0	1	0.758234058787667	1	0.87500452250208	0.87500452250208	0.758234058787667	0.241765941212333	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S5	rspc_1-step	0.15	Species	159	171	1	0.929824561403509	3703702	3703702	1371935	0	2331767	0	1	0.370422620394405	1	1.26281596089534	1.26281596089534	0.370422620394405	0.629577379605595	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S6	rspc_1-step	0.15	Genus	137	139	1	0.985611510791367	3703699	3703699	3298206	0	405493	0	1	0.890516750956274	1	0.702737182476222	0.702737182476222	0.890516750956274	0.109483249043726	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S6	rspc_1-step	0.15	Species	155	171	1	0.906432748538012	3703699	3703699	1725190	0	1978509	0	1	0.465801891568402	1	1.12745204186409	1.12745204186409	0.465801891568402	0.534198108431598	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S7	rspc_1-step	0.15	Genus	134	139	1	0.964028776978417	3703708	3703708	3435706	0	268002	0	1	0.927639543938129	1	0.242154889100329	0.242154889100329	0.927639543938129	0.0723604560618709	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S7	rspc_1-step	0.15	Species	154	171	1	0.900584795321637	3703708	3703708	2816171	0	887537	0	1	0.760365287976266	1	0.409429145062192	0.409429145062192	0.760365287976266	0.239634712023734	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S8	rspc_1-step	0.15	Genus	136	139	1	0.97841726618705	3703704	3703704	3138532	0	565172	0	1	0.847403572207714	1	0.596505282279577	0.596505282279577	0.847403572207714	0.152596427792286	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S8	rspc_1-step	0.15	Species	159	171	1	0.929824561403509	3703704	3703704	1538252	0	2165452	0	1	0.41532800677376	1	1.02858084771353	1.02858084771353	0.41532800677376	0.584671993226241	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S9	rspc_1-step	0.15	Genus	136	139	1	0.97841726618705	3703704	3703704	2625160	0	1078544	0	1	0.708793143296549	1	2.12592582992593	2.12592582992593	0.708793143296549	0.291206856703452	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S9	rspc_1-step	0.15	Species	154	171	1	0.900584795321637	3703704	3703704	1166743	0	2536961	0	1	0.315020584798353	1	2.51969838842413	2.51969838842413	0.315020584798353	0.684979415201647	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S0	rspc_R100	0.15	Genus	132	139	1	0.949640287769784	3673446	3703703	3506819	584	166043	30257	0.999833495038922	0.946841309899849	0.991445759152475	0.187261505579686	0.113736981610027	0.946841309899849	0.0448316185180075	0.0001576800299592	0.0081693915521843	0.991830608447816
inSilico	Assorted_Genomes_Perfect_225	S0	rspc_R100	0.15	Species	162	171	1	0.947368421052632	3673446	3703703	3467184	1211	205051	30257	0.999650847149762	0.936139857866573	0.99134881760693	0.199317277870283	0.125792753900624	0.936139857866573	0.0553637805191183	0.0003269700621243	0.0081693915521843	0.991830608447816
inSilico	Assorted_Genomes_Perfect_225	S1	rspc_R100	0.15	Genus	133	139	1	0.956834532374101	3616970	3703710	3466361	566	150043	86740	0.999836743029201	0.935915878943006	0.97558752199839	0.354877136708868	0.144099295031199	0.935915878943006	0.04051154113038	0.0001528197402064	0.0234197601864076	0.976580239813592
inSilico	Assorted_Genomes_Perfect_225	S1	rspc_R100	0.15	Species	162	171	1	0.947368421052632	3616970	3703710	3411706	661	204603	86740	0.999806292816687	0.921159054029608	0.975206134380808	0.369839161273426	0.159061319595757	0.921159054029608	0.0552427160873826	0.0001784696966015	0.0234197601864076	0.976580239813592
inSilico	Assorted_Genomes_Perfect_225	S2	rspc_R100	0.15	Genus	132	139	1	0.949640287769784	3696913	3703705	3415271	79	281563	6792	0.999976869134935	0.922122847257003	0.998015232332076	0.21206305577793	0.195558501554525	0.922122847257003	0.0760219833923058	2.13E-05	0.0018338393581562	0.998166160641844
inSilico	Assorted_Genomes_Perfect_225	S2	rspc_R100	0.15	Species	162	171	1	0.947368421052632	3696913	3703705	3384166	83	312664	6792	0.999975474617855	0.913724500196425	0.997997026209113	0.220470042835485	0.203965488612079	0.913724500196425	0.0844192504532623	2.24E-05	0.0018338393581562	0.998166160641844
inSilico	Assorted_Genomes_Perfect_225	S3	rspc_R100	0.15	Genus	132	139	1	0.949640287769784	3684111	3703701	3573161	830	110120	19590	0.999767766622803	0.964754174270547	0.994547353824409	0.142374883933665	0.094771149182939	0.964754174270547	0.0297324217046678	0.0002241001635931	0.0052893038611918	0.994710696138808
inSilico	Assorted_Genomes_Perfect_225	S3	rspc_R100	0.15	Species	162	171	1	0.947368421052632	3684111	3703701	3502646	1884	179581	19590	0.999462410080667	0.945715110372031	0.994438192102971	0.16369058949413	0.116086854743404	0.945715110372031	0.0484869053954409	0.0005086803713366	0.0052893038611918	0.994710696138808
inSilico	Assorted_Genomes_Perfect_225	S4	rspc_R100	0.15	Genus	131	139	1	0.942446043165468	3672855	3703706	3587799	428	84628	30851	0.999880721035765	0.96870512940282	0.991474444889669	0.148050628208611	0.0730827446886983	0.96870512940282	0.0228495458332815	0.0001155599283528	0.0083297648355458	0.991670235164454
inSilico	Assorted_Genomes_Perfect_225	S4	rspc_R100	0.15	Species	161	171	1	0.941520467836257	3672855	3703706	3336773	5419	330663	30851	0.998378609008698	0.900928151424546	0.990838941639565	0.226608159502941	0.151640275983029	0.900928151424546	0.0892789546470481	0.0014631290928599	0.0083297648355458	0.991670235164454
inSilico	Assorted_Genomes_Perfect_225	S5	rspc_R100	0.15	Genus	134	139	1	0.964028776978417	3649650	3703702	2960291	1306	688053	54052	0.999559021703493	0.799278937668311	0.982068397657466	0.661361794226425	0.530015373807073	0.799278937668311	0.185774395456222	0.0003526201622052	0.0145940467132614	0.985405953286738
inSilico	Assorted_Genomes_Perfect_225	S5	rspc_R100	0.15	Species	164	171	1	0.95906432748538	3649650	3703702	2758025	1472	890153	54052	0.999466569450882	0.744667092546863	0.980778620215592	0.716332199512812	0.584985779093459	0.744667092546863	0.240341420557053	0.0003974401828224	0.0145940467132614	0.985405953286738
inSilico	Assorted_Genomes_Perfect_225	S6	rspc_R100	0.15	Genus	132	139	1	0.949640287769784	3492688	3703699	3365236	468	126984	211011	0.999860950339067	0.90861487394089	0.940996525128158	0.680912244758551	0.168154863556678	0.90861487394089	0.0342857235428689	0.0001263601604774	0.0569730423557637	0.943026957644236
inSilico	Assorted_Genomes_Perfect_225	S6	rspc_R100	0.15	Species	162	171	1	0.947368421052632	3492688	3703699	2981440	501	510747	211011	0.999831988627542	0.804989822337074	0.933903135866455	0.784608576452892	0.271851195251019	0.804989822337074	0.137901865135369	0.0001352701717931	0.0569730423557637	0.943026957644236
inSilico	Assorted_Genomes_Perfect_225	S7	rspc_R100	0.15	Genus	131	139	1	0.942446043165468	3650325	3703708	3474990	4944	170391	53383	0.998579283400202	0.938246211634394	0.984870363762561	0.257906400828575	0.128185861304402	0.938246211634394	0.0460055166336007	0.0013348784515409	0.0144133932804637	0.985586606719536
inSilico	Assorted_Genomes_Perfect_225	S7	rspc_R100	0.15	Species	160	171	1	0.935672514619883	3650325	3703708	3434291	4971	211063	53383	0.998554631778562	0.927257494381307	0.984693810258642	0.268953438014012	0.139232898489839	0.927257494381307	0.056986943895145	0.0013421684430846	0.0144133932804637	0.985586606719536
inSilico	Assorted_Genomes_Perfect_225	S8	rspc_R100	0.15	Genus	133	139	1	0.956834532374101	3687321	3703704	3448095	857	238369	16383	0.999751518722209	0.930985575521154	0.99527114907354	0.256998669440106	0.217187982624962	0.930985575521154	0.06435962485123	0.0002313899814888	0.0044234096461272	0.995576590353873
inSilico	Assorted_Genomes_Perfect_225	S8	rspc_R100	0.15	Species	162	171	1	0.947368421052632	3687321	3703704	3173247	3374	510700	16383	0.998937865108869	0.85677662145787	0.994863667572728	0.336644343068453	0.296833656253308	0.85677662145787	0.137888988968881	0.0009109799271216	0.0044234096461272	0.995576590353873
inSilico	Assorted_Genomes_Perfect_225	S9	rspc_R100	0.15	Genus	132	139	1	0.949640287769784	3696651	3703704	2745776	271	950604	7053	0.999901312686928	0.741359460691243	0.997437908420756	1.99613441030925	1.97899562168035	0.741359460691243	0.256663059466955	7.32E-05	0.0019043098476552	0.998095690152345
inSilico	Assorted_Genomes_Perfect_225	S9	rspc_R100	0.15	Species	162	171	1	0.947368421052632	3696651	3703704	2677526	641	1018484	7053	0.999760657195761	0.722931962165443	0.997372772416085	2.01536110877111	1.99822232014221	0.722931962165443	0.274990658000747	0.0001730699861544	0.0019043098476552	0.998095690152345
inSilico	Assorted_Genomes_Perfect_225	S0	rspc_R10	0.15	Genus	135	139	1	0.971223021582734	3701617	3703703	3532857	102	168658	2086	0.999971129016782	0.953871571235598	0.999409891474912	0.118970662604426	0.11390168164132	0.953871571235598	0.045537668652157	2.75E-05	0.0005632201070118	0.999436779892988
inSilico	Assorted_Genomes_Perfect_225	S0	rspc_R10	0.15	Species	166	171	1	0.970760233918129	3701617	3703703	3493858	102	207657	2086	0.999970806763672	0.943341839234949	0.999403308519816	0.129500394605075	0.124431413641969	0.943341839234949	0.0560674006528061	2.75E-05	0.0005632201070118	0.999436779892988
inSilico	Assorted_Genomes_Perfect_225	S1	rspc_R10	0.15	Genus	136	139	1	0.97841726618705	3701438	3703710	3550506	180	150752	2272	0.999949305570811	0.958634990320516	0.99936050043093	0.149009506683839	0.143488556069455	0.958634990320516	0.0407029708049496	4.86E-05	0.0006134389571537	0.999386561042846
inSilico	Assorted_Genomes_Perfect_225	S1	rspc_R10	0.15	Species	167	171	1	0.976608187134503	3701438	3703710	3495903	180	205355	2272	0.999948513808168	0.943892205383251	0.999350518484638	0.163752291621104	0.158231341006721	0.943892205383251	0.0554457557422152	4.86E-05	0.0006134389571537	0.999386561042846
inSilico	Assorted_Genomes_Perfect_225	S2	rspc_R10	0.15	Genus	135	139	1	0.971223021582734	3699372	3703705	3415541	7	283824	4333	0.999997950548492	0.922195747231488	0.998732994256514	0.20713042750435	0.196601241189566	0.922195747231488	0.0766324531786413	1.89E-06	0.0011699095905316	0.998830090409468
inSilico	Assorted_Genomes_Perfect_225	S2	rspc_R10	0.15	Species	166	171	1	0.970760233918129	3699372	3703705	3384346	7	315019	4333	0.999997931657838	0.913773100179415	0.998721330642413	0.215553074556424	0.20502388824164	0.913773100179415	0.0850551002307149	1.89E-06	0.0011699095905316	0.998830090409468
inSilico	Assorted_Genomes_Perfect_225	S3	rspc_R10	0.15	Genus	135	139	1	0.971223021582734	3693711	3703701	3582194	649	110868	9990	0.999818858934092	0.967193086050953	0.997218962057623	0.118927526817095	0.0946518090958209	0.967193086050953	0.0299343818520987	0.0001752301279179	0.0026973019690304	0.99730269803097
inSilico	Assorted_Genomes_Perfect_225	S3	rspc_R10	0.15	Species	167	171	1	0.976608187134503	3693711	3703701	3511448	649	181614	9990	0.99981521011521	0.948091652106906	0.997163090760082	0.138028960761141	0.113753243039868	0.948091652106906	0.0490358157961455	0.0001752301279179	0.0026973019690304	0.99730269803097
inSilico	Assorted_Genomes_Perfect_225	S4	rspc_R10	0.15	Genus	135	139	1	0.971223021582734	3697917	3703706	3613028	31	84858	5789	0.999991420012792	0.975516955179488	0.998400305956339	0.0859471567127628	0.0718798954344648	0.975516955179488	0.0229116457947796	8.37E-06	0.001563029030922	0.998436970969078
inSilico	Assorted_Genomes_Perfect_225	S4	rspc_R10	0.15	Species	166	171	1	0.970760233918129	3697917	3703706	3367457	31	330429	5789	0.999990794325028	0.909212826288048	0.998283848850632	0.152251285604203	0.138184024325905	0.909212826288048	0.0892157746862196	8.37E-06	0.001563029030922	0.998436970969078
inSilico	Assorted_Genomes_Perfect_225	S5	rspc_R10	0.15	Genus	137	139	1	0.985611510791367	3692443	3703702	2999344	933	692166	11259	0.999689028713016	0.809823252518696	0.996260217637463	0.558662656984822	0.531303274399507	0.809823252518696	0.186884905967057	0.0002519101158786	0.0030399313983684	0.996960068601632
inSilico	Assorted_Genomes_Perfect_225	S5	rspc_R10	0.15	Species	169	171	1	0.988304093567252	3692443	3703702	2797214	933	894296	11259	0.9996665650518	0.755248127414139	0.995991059910492	0.61323778208938	0.585878399504064	0.755248127414139	0.241460031071614	0.0002519101158786	0.0030399313983684	0.996960068601632
inSilico	Assorted_Genomes_Perfect_225	S6	rspc_R10	0.15	Genus	136	139	1	0.97841726618705	3700443	3703699	3572847	170	127426	3256	0.999952421161165	0.964669915130792	0.999089511683528	0.175565832968608	0.167653742920254	0.964669915130792	0.0344050636944308	4.59E-05	0.0008791211164838	0.999120878883516
inSilico	Assorted_Genomes_Perfect_225	S6	rspc_R10	0.15	Species	167	171	1	0.976608187134503	3700443	3703699	3189007	170	511266	3256	0.99994669471152	0.861032983511889	0.998980033913246	0.279202764587511	0.271290674539157	0.861032983511889	0.138041995313334	4.59E-05	0.0008791211164838	0.999120878883516
inSilico	Assorted_Genomes_Perfect_225	S7	rspc_R10	0.15	Genus	134	139	1	0.964028776978417	3653100	3703708	3477021	4876	171203	50608	0.998599613946076	0.938794580998286	0.985653820172133	0.251443688325322	0.128466390978987	0.938794580998286	0.0462247563792826	0.0013165184728385	0.0136641441495927	0.986335855850407
inSilico	Assorted_Genomes_Perfect_225	S7	rspc_R10	0.15	Species	164	171	1	0.95906432748538	3653100	3703708	3436350	4876	211874	50608	0.998583063129245	0.927813423736428	0.985486489943383	0.262424845587179	0.139447548240845	0.927813423736428	0.0572059136411401	0.0013165184728385	0.0136641441495927	0.986335855850407
inSilico	Assorted_Genomes_Perfect_225	S8	rspc_R10	0.15	Genus	136	139	1	0.97841726618705	3703313	3703704	3464062	2	239249	391	0.999999422643462	0.935296665176267	0.999887139470502	0.21629212269663	0.215341992772641	0.935296665176267	0.064597224832222	5.40E-07	0.0001055699915544	0.999894430008446
inSilico	Assorted_Genomes_Perfect_225	S8	rspc_R10	0.15	Species	167	171	1	0.976608187134503	3703313	3703704	3191894	2	511417	391	0.999999373413169	0.861811311055095	0.999877517201628	0.289777476817802	0.288827346893812	0.861811311055095	0.138082578953394	5.40E-07	0.0001055699915544	0.999894430008446
inSilico	Assorted_Genomes_Perfect_225	S9	rspc_R10	0.15	Genus	136	139	1	0.97841726618705	3700156	3703704	2748837	216	951103	3548	0.999921427487939	0.742185930625126	0.998710936151737	1.98777710097783	1.97915546166756	0.742185930625126	0.256797789456177	5.83E-05	0.0009579599233632	0.999042040076637
inSilico	Assorted_Genomes_Perfect_225	S9	rspc_R10	0.15	Species	167	171	1	0.976608187134503	3700156	3703704	2680682	216	1019258	3548	0.999919429982043	0.723784082097273	0.99867820566792	2.00617894950568	1.99755731019542	0.723784082097273	0.275199637984029	5.83E-05	0.0009579599233632	0.999042040076637
inSilico	Assorted_Genomes_Perfect_225	S0	rspc_R1	0.15	Genus	137	139	1	0.985611510791367	3703703	3703703	3535310	0	168393	0	1	0.954533881361438	1	0.113497221564472	0.113497221564472	0.954533881361438	0.0454661186385625	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S0	rspc_R1	0.15	Species	168	171	1	0.982456140350877	3703703	3703703	3496291	0	207412	0	1	0.943998749359762	1	0.124032353566147	0.124032353566147	0.943998749359762	0.0560012506402376	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S1	rspc_R1	0.15	Genus	138	139	1	0.992805755395684	3703710	3703710	3553587	0	150123	0	1	0.95946685890634	1	0.142685847434059	0.142685847434059	0.95946685890634	0.0405331410936601	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S1	rspc_R1	0.15	Species	169	171	1	0.988304093567252	3703710	3703710	3498971	0	204739	0	1	0.944720563975041	1	0.157432142365358	0.157432142365358	0.944720563975041	0.0552794360249587	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S2	rspc_R1	0.15	Genus	137	139	1	0.985611510791367	3703705	3703705	3419683	0	284022	0	1	0.92331408684007	1	0.196691961157814	0.196691961157814	0.92331408684007	0.0766859131599304	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S2	rspc_R1	0.15	Species	168	171	1	0.982456140350877	3703705	3703705	3388488	0	315217	0	1	0.914891439787996	1	0.205114608209887	0.205114608209887	0.914891439787996	0.0851085602120039	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S3	rspc_R1	0.15	Genus	137	139	1	0.985611510791367	3703701	3703701	3595038	0	108663	0	1	0.970660968582507	1	0.091781437000449	0.091781437000449	0.970660968582507	0.0293390314174929	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S3	rspc_R1	0.15	Species	169	171	1	0.988304093567252	3703701	3703701	3524283	0	179418	0	1	0.951557104636686	1	0.11088530094627	0.11088530094627	0.951557104636686	0.0484428953633136	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S4	rspc_R1	0.15	Genus	137	139	1	0.985611510791367	3703706	3703706	3618789	0	84917	0	1	0.977072424215097	1	0.0718339954629228	0.0718339954629228	0.977072424215097	0.022927575784903	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S4	rspc_R1	0.15	Species	168	171	1	0.982456140350877	3703706	3703706	3373121	0	330585	0	1	0.910742105339895	1	0.138164314338125	0.138164314338125	0.910742105339895	0.0892578946601053	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S5	rspc_R1	0.15	Genus	139	139	1	1	3703702	3703702	3014564	0	689138	0	1	0.813932654409021	1	0.527241122530916	0.527241122530916	0.813932654409021	0.186067345590979	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S5	rspc_R1	0.15	Species	171	171	1	1	3703702	3703702	2812365	0	891337	0	1	0.759338899295894	1	0.581834877644044	0.581834877644044	0.759338899295894	0.240661100704106	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S6	rspc_R1	0.15	Genus	138	139	1	0.992805755395684	3703699	3703699	3576755	0	126944	0	1	0.965725076470847	1	0.166968482049972	0.166968482049972	0.965725076470847	0.0342749235291528	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S6	rspc_R1	0.15	Species	169	171	1	0.988304093567252	3703699	3703699	3192896	0	510803	0	1	0.862083014845429	1	0.27061054367539	0.27061054367539	0.862083014845429	0.137916985154571	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S7	rspc_R1	0.15	Genus	136	139	1	0.97841726618705	3703708	3703708	3549852	0	153856	0	1	0.958458928187643	1	0.106402016573661	0.106402016573661	0.958458928187643	0.0415410718123566	0	0	1
inSilico	Assorted_Genomes_Perfect_225	S7	rspc_R1	0.15	Species	166	171	1	0.970760233918129	3703708	3703708	3509161	0	194547	0	1	0.94747237093205	1	0.117388573829254	0.117388573829254	0.94747237093205	0.0525276290679502	0	0	1
